"year","season","region","cumulative_gold_medals","cumulative_silver_medals","cumulative_bronze_medals","cumulative_medals"
1972,"Winter","Russia",37,25,27,89
1972,"Winter","Norway",47,47,40,134
1972,"Winter","Switzerland",15,14,14,43
1972,"Winter","Netherlands",8,11,6,25
1972,"Winter","USA",27,31,24,82
1972,"Winter","Finland",21,31,22,74
1972,"Winter","Italy",9,5,6,20
1972,"Winter","Austria",20,29,25,74
1972,"Winter","Sweden",22,22,23,67
1972,"Winter","France",12,9,13,34
1972,"Winter","Czech Republic",2,4,5,11
1972,"Winter","Japan",1,2,1,4
1972,"Winter","Poland",1,1,2,4
1972,"Winter","Spain",1,0,0,1
1972,"Winter","Canada",10,7,12,29
1976,"Summer","Germany",207,241,236,684
1976,"Summer","Russia",261,221,205,687
1976,"Summer","USA",636,477,430,1543
1976,"Summer","Romania",22,31,46,99
1976,"Summer","Poland",38,39,74,151
1976,"Summer","Japan",73,64,60,197
1976,"Summer","Bulgaria",19,34,22,75
1976,"Summer","Hungary",107,98,116,321
1976,"Summer","Italy",125,114,105,344
1976,"Summer","Cuba",14,12,7,33
1976,"Summer","UK",162,206,172,540
1976,"Summer","Canada",27,43,56,126
1976,"Summer","France",142,160,162,464
1976,"Summer","Czech Republic",40,43,41,124
1976,"Summer","Serbia",14,18,12,44
1976,"Summer","Finland",91,73,99,263
1976,"Summer","South Korea",1,6,11,18
1976,"Summer","Belgium",36,49,46,131
1976,"Summer","Sweden",131,125,152,408
1976,"Summer","Netherlands",38,43,55,136
1976,"Summer","Australia",63,54,68,185
1976,"Summer","New Zealand",15,3,11,29
1976,"Summer","Switzerland",42,61,52,155
1976,"Summer","Denmark",30,58,50,138
1976,"Summer","Mexico",7,8,13,28
1976,"Summer","North Korea",2,2,3,7
1976,"Summer","Jamaica",4,7,1,12
1976,"Summer","Spain",2,6,3,11
1976,"Summer","Norway",39,32,32,103
1976,"Summer","Brazil",3,2,13,18
1976,"Summer","Iran",4,10,15,29
1976,"Summer","Portugal",0,4,5,9
1976,"Summer","Austria",19,28,34,81
1976,"Summer","Bermuda",0,0,1,1
1976,"Summer","Mongolia",0,3,3,6
1976,"Summer","Pakistan",2,3,2,7
1976,"Summer","Puerto Rico",0,0,2,2
1976,"Summer","Thailand",0,0,1,1
1976,"Summer","Venezuela",1,1,2,4
1976,"Summer","Trinidad",1,2,6,9
1976,"Winter","Germany",33,29,33,95
1976,"Winter","Russia",50,31,35,116
1976,"Winter","USA",30,34,28,92
1976,"Winter","Finland",23,35,23,81
1976,"Winter","Norway",50,50,41,141
1976,"Winter","Austria",22,31,27,80
1976,"Winter","Netherlands",9,13,9,31
1976,"Winter","Switzerland",16,17,15,48
1976,"Winter","Italy",10,7,7,24
1976,"Winter","Canada",11,8,13,32
1976,"Winter","Liechtenstein",0,0,2,2
1976,"Winter","Sweden",22,22,25,69
1976,"Winter","Czech Republic",2,5,5,12
1976,"Winter","France",12,9,14,35
1976,"Winter","UK",6,2,6,14
1980,"Summer","Russia",341,290,251,882
1980,"Summer","Germany",254,278,278,810
1980,"Summer","Bulgaria",27,50,39,116
1980,"Summer","Hungary",114,108,131,353
1980,"Summer","Poland",41,53,89,183
1980,"Summer","Romania",28,37,59,124
1980,"Summer","UK",167,213,181,561
1980,"Summer","Cuba",22,19,12,53
1980,"Summer","Italy",133,117,109,359
1980,"Summer","Czech Republic",42,46,50,138
1980,"Summer","France",148,165,165,478
1980,"Summer","Sweden",134,128,158,420
1980,"Summer","Serbia",16,21,16,53
1980,"Summer","Australia",65,56,73,194
1980,"Summer","Finland",94,74,103,271
1980,"Summer","Spain",3,9,5,17
1980,"Summer","North Korea",2,5,5,12
1980,"Summer","Denmark",32,59,52,143
1980,"Summer","Mongolia",0,5,5,10
1980,"Summer","Ethiopia",5,1,4,10
1980,"Summer","Mexico",7,9,16,32
1980,"Summer","Brazil",5,2,15,22
1980,"Summer","Austria",20,30,35,85
1980,"Summer","Netherlands",38,44,57,139
1980,"Summer","Greece",23,37,37,97
1980,"Summer","Jamaica",4,7,4,15
1980,"Summer","Switzerland",44,61,52,157
1980,"Summer","Ireland",4,4,7,15
1980,"Summer","Tanzania",0,2,0,2
1980,"Summer","India",8,3,3,14
1980,"Summer","Belgium",37,49,46,132
1980,"Summer","Zimbabwe",1,0,0,1
1980,"Summer","Venezuela",1,2,2,5
1980,"Summer","Guyana",0,0,1,1
1980,"Summer","Uganda",1,3,1,5
1980,"Summer","Lebanon",0,2,2,4
1980,"Winter","Germany",42,38,43,123
1980,"Winter","Russia",60,37,41,138
1980,"Winter","USA",36,38,30,104
1980,"Winter","Norway",51,53,47,151
1980,"Winter","Finland",24,40,26,90
1980,"Winter","Austria",25,33,29,87
1980,"Winter","Switzerland",17,18,18,53
1980,"Winter","Sweden",25,22,26,73
1980,"Winter","Liechtenstein",2,2,2,6
1980,"Winter","Netherlands",10,15,10,35
1980,"Winter","Canada",11,9,14,34
1980,"Winter","Italy",10,9,7,26
1980,"Winter","UK",7,2,6,15
1980,"Winter","France",12,9,15,36
1980,"Winter","Bulgaria",0,0,1,1
1980,"Winter","Hungary",0,2,4,6
1980,"Winter","Japan",1,3,1,5
1980,"Winter","Czech Republic",2,5,6,13
1984,"Summer","USA",718,538,460,1716
1984,"Summer","Germany",271,297,301,869
1984,"Summer","Romania",47,53,76,176
1984,"Summer","Canada",37,61,72,170
1984,"Summer","UK",172,224,202,598
1984,"Summer","Italy",147,123,121,391
1984,"Summer","China",15,8,9,32
1984,"Summer","Japan",83,71,74,228
1984,"Summer","France",153,172,181,506
1984,"Summer","Australia",69,64,85,218
1984,"Summer","Sweden",136,139,164,439
1984,"Summer","South Korea",7,12,18,37
1984,"Summer","Serbia",23,25,23,71
1984,"Summer","Netherlands",43,46,63,152
1984,"Summer","Finland",98,76,109,283
1984,"Summer","New Zealand",23,4,13,40
1984,"Summer","Switzerland",44,65,56,165
1984,"Summer","Brazil",6,7,17,30
1984,"Summer","Mexico",9,12,17,38
1984,"Summer","Denmark",32,62,55,149
1984,"Summer","Spain",4,11,7,22
1984,"Summer","Belgium",38,50,48,136
1984,"Summer","Turkey",23,12,10,45
1984,"Summer","Venezuela",1,2,5,8
1984,"Summer","Norway",39,33,34,106
1984,"Summer","Austria",21,31,36,88
1984,"Summer","Jamaica",4,8,6,18
1984,"Summer","Portugal",1,4,7,12
1984,"Summer","Kenya",6,7,9,22
1984,"Summer","Algeria",0,0,2,2
1984,"Summer","Puerto Rico",0,1,3,4
1984,"Summer","Nigeria",0,1,3,4
1984,"Summer","Greece",23,38,38,99
1984,"Summer","Morocco",2,1,0,3
1984,"Summer","Dominican Republic",0,0,1,1
1984,"Summer","Cameroon",0,1,1,2
1984,"Summer","Colombia",0,3,2,5
1984,"Summer","Egypt",6,5,5,16
1984,"Summer","Iceland",0,1,1,2
1984,"Summer","Ireland",4,5,7,16
1984,"Summer","Ivory Coast",0,1,0,1
1984,"Summer","Pakistan",3,3,2,8
1984,"Summer","Peru",1,1,0,2
1984,"Summer","Syria",0,2,1,3
1984,"Summer","Taiwan",0,1,2,3
1984,"Summer","Thailand",0,1,1,2
1984,"Summer","Zambia",0,0,1,1
1984,"Winter","Germany",53,48,50,151
1984,"Winter","Russia",66,47,50,163
1984,"Winter","Finland",28,43,32,103
1984,"Winter","Norway",54,55,51,160
1984,"Winter","Sweden",29,24,28,81
1984,"Winter","USA",40,42,30,112
1984,"Winter","Czech Republic",2,7,10,19
1984,"Winter","Switzerland",19,20,19,58
1984,"Winter","Canada",13,10,15,38
1984,"Winter","France",12,10,17,39
1984,"Winter","Liechtenstein",2,2,4,8
1984,"Winter","Italy",12,9,7,28
1984,"Winter","Austria",25,33,30,88
1984,"Winter","Serbia",0,1,0,1
1984,"Winter","UK",8,2,6,16
1984,"Winter","Japan",1,4,1,6
1988,"Summer","Germany",319,346,346,1011
1988,"Summer","Russia",395,321,297,1013
1988,"Summer","USA",754,569,487,1810
1988,"Summer","Bulgaria",37,62,52,151
1988,"Summer","South Korea",19,22,29,70
1988,"Summer","China",20,19,21,60
1988,"Summer","UK",177,234,211,622
1988,"Summer","Romania",54,64,82,200
1988,"Summer","Hungary",125,114,137,376
1988,"Summer","Poland",43,58,98,199
1988,"Summer","France",159,176,187,522
1988,"Summer","Australia",72,70,90,232
1988,"Summer","Japan",87,74,81,242
1988,"Summer","Italy",153,127,125,405
1988,"Summer","New Zealand",26,6,21,53
1988,"Summer","Serbia",26,29,28,83
1988,"Summer","Sweden",136,143,171,450
1988,"Summer","Canada",40,63,77,180
1988,"Summer","Netherlands",45,48,68,161
1988,"Summer","Kenya",11,9,11,31
1988,"Summer","Czech Republic",45,49,52,146
1988,"Summer","Brazil",7,9,20,36
1988,"Summer","Norway",41,36,34,111
1988,"Summer","Switzerland",44,67,58,169
1988,"Summer","Denmark",34,63,56,153
1988,"Summer","Spain",5,12,9,26
1988,"Summer","Finland",99,77,111,287
1988,"Summer","Morocco",3,1,2,6
1988,"Summer","Argentina",13,19,14,46
1988,"Summer","Turkey",24,13,10,47
1988,"Summer","Jamaica",4,10,6,20
1988,"Summer","Mexico",9,12,19,40
1988,"Summer","Belgium",38,50,50,138
1988,"Summer","Chile",0,6,2,8
1988,"Summer","Virgin Islands, US",0,1,0,1
1988,"Summer","Curacao",0,1,0,1
1988,"Summer","Peru",1,2,0,3
1988,"Summer","Suriname",1,0,0,1
1988,"Summer","Thailand",0,1,2,3
1988,"Summer","Pakistan",3,3,3,9
1988,"Summer","Iran",4,11,15,30
1988,"Summer","Austria",22,31,36,89
1988,"Summer","Philippines",0,1,6,7
1988,"Summer","Indonesia",0,1,0,1
1988,"Summer","Senegal",0,1,0,1
1988,"Summer","Colombia",0,3,3,6
1988,"Summer","Portugal",2,4,7,13
1988,"Summer","Mongolia",0,5,6,11
1988,"Summer","Greece",23,38,39,100
1988,"Summer","Djibouti",0,0,1,1
1988,"Summer","Costa Rica",0,1,0,1
1988,"Winter","Germany",64,62,58,184
1988,"Winter","Russia",77,56,59,192
1988,"Winter","Switzerland",24,25,24,73
1988,"Winter","Austria",28,38,32,98
1988,"Winter","Netherlands",13,17,12,42
1988,"Winter","Finland",32,44,34,110
1988,"Winter","Sweden",33,24,30,87
1988,"Winter","USA",42,43,33,118
1988,"Winter","Italy",14,10,9,33
1988,"Winter","Canada",13,12,18,43
1988,"Winter","Norway",54,58,53,165
1988,"Winter","Serbia",0,3,1,4
1988,"Winter","Czech Republic",2,8,12,22
1988,"Winter","France",13,10,18,41
1988,"Winter","Liechtenstein",2,2,5,9
1988,"Winter","Japan",1,4,2,7
1992,"Summer","Russia",440,359,326,1125
1992,"Summer","USA",791,603,524,1918
1992,"Summer","Germany",352,367,374,1093
1992,"Summer","China",36,41,36,113
1992,"Summer","Cuba",36,25,23,84
1992,"Summer","Hungary",136,126,144,406
1992,"Summer","South Korea",31,27,41,99
1992,"Summer","France",167,181,203,551
1992,"Summer","Australia",79,79,101,259
1992,"Summer","Japan",90,82,92,264
1992,"Summer","Spain",18,19,11,48
1992,"Summer","UK",182,237,223,642
1992,"Summer","Italy",159,132,133,424
1992,"Summer","Poland",46,64,108,218
1992,"Summer","Canada",47,67,84,198
1992,"Summer","Romania",58,70,90,218
1992,"Summer","Bulgaria",40,69,58,167
1992,"Summer","Netherlands",47,54,75,176
1992,"Summer","Sweden",137,150,175,462
1992,"Summer","New Zealand",27,10,26,63
1992,"Summer","North Korea",6,5,10,21
1992,"Summer","Kenya",13,13,13,39
1992,"Summer","Norway",43,40,35,118
1992,"Summer","Czech Republic",49,51,53,153
1992,"Summer","Turkey",26,15,12,53
1992,"Summer","Denmark",35,64,60,159
1992,"Summer","Indonesia",2,3,1,6
1992,"Summer","Finland",100,79,113,292
1992,"Summer","Nigeria",0,4,4,8
1992,"Summer","Jamaica",4,13,7,24
1992,"Summer","Ethiopia",6,1,6,13
1992,"Summer","Latvia",0,4,2,6
1992,"Summer","Morocco",4,2,3,9
1992,"Summer","Belgium",38,51,52,141
1992,"Summer","Brazil",9,10,20,39
1992,"Summer","Iran",4,12,17,33
1992,"Summer","Individual Olympic Athletes",0,1,2,3
1992,"Summer","Croatia",0,1,2,3
1992,"Summer","Namibia",0,2,0,2
1992,"Summer","Greece",25,38,39,102
1992,"Summer","Lithuania",1,0,1,2
1992,"Summer","Israel",0,1,1,2
1992,"Summer","Mongolia",0,5,8,13
1992,"Summer","Estonia",7,6,10,23
1992,"Summer","Ireland",5,6,7,18
1992,"Summer","Austria",22,33,36,91
1992,"Summer","Algeria",1,0,3,4
1992,"Summer","Slovenia",0,0,2,2
1992,"Summer","South Africa",16,18,21,55
1992,"Summer","Puerto Rico",0,1,4,5
1992,"Summer","Qatar",0,0,1,1
1992,"Summer","Suriname",1,0,1,2
1992,"Summer","Pakistan",3,3,4,10
1992,"Summer","Philippines",0,1,7,8
1992,"Summer","Colombia",0,3,4,7
1992,"Summer","Peru",1,3,0,4
1992,"Summer","Ghana",0,1,3,4
1992,"Summer","Thailand",0,1,3,4
1992,"Summer","Mexico",9,13,19,41
1992,"Summer","Malaysia",0,0,1,1
1992,"Summer","Bahamas",1,0,2,3
1992,"Summer","Taiwan",0,2,2,4
1992,"Summer","Switzerland",45,67,58,170
1992,"Summer","Argentina",13,19,15,47
1992,"Winter","Germany",74,72,64,210
1992,"Winter","Russia",86,62,67,215
1992,"Winter","Austria",34,45,40,119
1992,"Winter","Norway",61,63,58,182
1992,"Winter","Italy",18,16,13,47
1992,"Winter","USA",47,47,35,129
1992,"Winter","France",16,15,19,50
1992,"Winter","Canada",15,15,20,50
1992,"Winter","Japan",2,6,6,14
1992,"Winter","Finland",35,45,37,117
1992,"Winter","South Korea",2,1,1,4
1992,"Winter","Netherlands",14,18,14,46
1992,"Winter","Sweden",34,24,33,91
1992,"Winter","Czech Republic",2,8,15,25
1992,"Winter","China",0,3,0,3
1992,"Winter","Switzerland",25,25,26,76
1992,"Winter","Luxembourg",0,2,0,2
1992,"Winter","North Korea",0,1,1,2
1992,"Winter","New Zealand",0,1,0,1
1992,"Winter","Spain",1,0,1,2
1994,"Winter","Germany",83,79,72,234
1994,"Winter","Russia",97,70,71,238
1994,"Winter","Norway",69,73,63,205
1994,"Winter","Italy",25,21,21,67
1994,"Winter","Canada",18,21,24,63
1994,"Winter","USA",53,52,37,142
1994,"Winter","Austria",36,48,44,128
1994,"Winter","Switzerland",28,29,28,85
1994,"Winter","Finland",35,46,42,123
1994,"Winter","South Korea",6,2,2,10
1994,"Winter","Japan",3,8,8,19
1994,"Winter","France",16,16,23,55
1994,"Winter","Netherlands",14,19,17,50
1994,"Winter","Kazakhstan",1,2,0,3
1994,"Winter","Slovenia",0,0,3,3
1994,"Winter","China",0,4,2,6
1994,"Winter","Sweden",36,25,33,94
1994,"Winter","UK",8,2,8,18
1994,"Winter","Ukraine",1,0,1,2
1994,"Winter","Belarus",0,2,0,2
1994,"Winter","Australia",1,0,1,2
1994,"Winter","Uzbekistan",1,0,0,1
1996,"Summer","USA",835,635,549,2019
1996,"Summer","Germany",372,385,401,1158
1996,"Summer","Russia",466,380,342,1188
1996,"Summer","China",53,63,48,164
1996,"Summer","Australia",88,88,124,300
1996,"Summer","France",182,188,218,588
1996,"Summer","Italy",172,142,145,459
1996,"Summer","South Korea",38,42,46,126
1996,"Summer","Cuba",45,33,31,109
1996,"Summer","Ukraine",9,2,12,23
1996,"Summer","Canada",50,78,92,220
1996,"Summer","Hungary",143,130,154,427
1996,"Summer","Netherlands",51,59,85,195
1996,"Summer","Romania",62,77,98,237
1996,"Summer","Poland",53,69,113,235
1996,"Summer","Spain",23,25,17,65
1996,"Summer","Belarus",1,6,8,15
1996,"Summer","Brazil",12,13,29,54
1996,"Summer","UK",183,245,229,657
1996,"Summer","Bulgaria",43,76,63,182
1996,"Summer","Japan",93,88,97,278
1996,"Summer","Kazakhstan",3,4,4,11
1996,"Summer","Czech Republic",53,54,57,164
1996,"Summer","Kenya",14,17,16,47
1996,"Summer","Sweden",139,154,177,470
1996,"Summer","Greece",29,42,39,110
1996,"Summer","Norway",45,42,38,125
1996,"Summer","Switzerland",49,70,58,177
1996,"Summer","Jamaica",5,16,9,30
1996,"Summer","New Zealand",30,12,27,69
1996,"Summer","Nigeria",2,5,7,14
1996,"Summer","Belgium",40,53,54,147
1996,"Summer","Denmark",39,65,61,165
1996,"Summer","Turkey",30,16,13,59
1996,"Summer","North Korea",8,6,12,26
1996,"Summer","South Africa",19,19,22,60
1996,"Summer","Ireland",8,6,8,22
1996,"Summer","Finland",101,81,114,296
1996,"Summer","Indonesia",3,4,3,10
1996,"Summer","Serbia",27,30,30,87
1996,"Summer","Slovakia",1,1,1,3
1996,"Summer","Algeria",3,0,4,7
1996,"Summer","Iran",5,13,18,36
1996,"Summer","Austria",22,34,38,94
1996,"Summer","Argentina",13,21,16,50
1996,"Summer","Ethiopia",8,1,7,16
1996,"Summer","Thailand",1,1,4,6
1996,"Summer","Georgia",0,0,2,2
1996,"Summer","Namibia",0,4,0,4
1996,"Summer","Malaysia",0,1,2,3
1996,"Summer","Moldova",0,1,1,2
1996,"Summer","Uzbekistan",0,1,1,2
1996,"Summer","Trinidad",1,2,8,11
1996,"Summer","Croatia",1,2,2,5
1996,"Summer","Armenia",1,1,0,2
1996,"Summer","Portugal",3,4,8,15
1996,"Summer","Morocco",4,2,5,11
1996,"Summer","Slovenia",0,2,2,4
1996,"Summer","Costa Rica",1,1,0,2
1996,"Summer","Tunisia",1,2,3,6
1996,"Summer","Israel",0,1,2,3
1996,"Summer","Tonga",0,1,0,1
1996,"Summer","Mozambique",0,0,1,1
1996,"Summer","Taiwan",0,3,2,5
1996,"Summer","Syria",1,2,1,4
1996,"Summer","Zambia",0,1,1,2
1996,"Summer","Mongolia",0,5,9,14
1996,"Summer","Burundi",1,0,0,1
1996,"Summer","India",8,3,4,15
1996,"Summer","Bahamas",1,1,2,4
1996,"Summer","Azerbaijan",0,1,0,1
1996,"Summer","Mexico",9,13,20,42
1996,"Summer","Philippines",0,2,7,9
1996,"Summer","Lithuania",1,0,2,3
1996,"Summer","Uganda",1,3,2,6
1996,"Summer","Latvia",0,5,2,7
1996,"Summer","Puerto Rico",0,1,5,6
1996,"Summer","Ecuador",1,0,0,1
1998,"Winter","Germany",95,88,80,263
1998,"Winter","Norway",77,82,68,227
1998,"Winter","Russia",106,76,74,256
1998,"Winter","Austria",39,53,53,145
1998,"Winter","Canada",24,26,28,78
1998,"Winter","USA",59,55,41,155
1998,"Winter","Finland",37,50,48,135
1998,"Winter","Netherlands",19,23,19,61
1998,"Winter","Italy",27,27,23,77
1998,"Winter","Japan",8,9,12,29
1998,"Winter","France",18,17,28,63
1998,"Winter","China",0,10,4,14
1998,"Winter","Switzerland",30,31,31,92
1998,"Winter","South Korea",9,3,4,16
1998,"Winter","Sweden",36,27,34,97
1998,"Winter","Czech Republic",3,9,16,28
1998,"Winter","Belarus",0,2,2,4
1998,"Winter","Kazakhstan",1,2,2,5
1998,"Winter","Bulgaria",1,0,1,2
1998,"Winter","Belgium",1,1,3,5
1998,"Winter","Australia",1,0,2,3
1998,"Winter","UK",8,2,9,19
1998,"Winter","Ukraine",1,1,1,3
1998,"Winter","Denmark",0,1,0,1
2000,"Summer","USA",871,659,580,2110
2000,"Summer","Russia",498,408,371,1277
2000,"Summer","Australia",104,113,141,358
2000,"Summer","China",81,79,62,222
2000,"Summer","Germany",385,402,427,1214
2000,"Summer","France",195,202,229,626
2000,"Summer","Italy",185,150,158,493
2000,"Summer","Cuba",56,44,38,138
2000,"Summer","UK",194,255,236,685
2000,"Summer","South Korea",46,52,56,154
2000,"Summer","Romania",73,83,107,263
2000,"Summer","Netherlands",63,68,89,220
2000,"Summer","Ukraine",12,12,22,46
2000,"Summer","Japan",98,96,102,296
2000,"Summer","Hungary",151,136,157,444
2000,"Summer","Belarus",4,9,19,32
2000,"Summer","Canada",53,81,100,234
2000,"Summer","Poland",59,74,116,249
2000,"Summer","Bulgaria",48,82,65,195
2000,"Summer","Greece",33,48,42,123
2000,"Summer","Brazil",12,19,35,66
2000,"Summer","Sweden",143,159,180,482
2000,"Summer","Spain",26,28,22,76
2000,"Summer","Norway",49,45,41,135
2000,"Summer","Switzerland",50,76,60,186
2000,"Summer","Jamaica",5,22,12,39
2000,"Summer","Czech Republic",55,57,60,172
2000,"Summer","Ethiopia",12,2,10,24
2000,"Summer","Kenya",16,20,18,54
2000,"Summer","Kazakhstan",6,8,4,18
2000,"Summer","Indonesia",4,7,5,16
2000,"Summer","Denmark",41,68,62,171
2000,"Summer","Georgia",0,0,8,8
2000,"Summer","Mexico",10,15,23,48
2000,"Summer","South Africa",19,21,25,65
2000,"Summer","Lithuania",3,0,5,8
2000,"Summer","Belgium",40,55,57,152
2000,"Summer","Algeria",4,1,7,12
2000,"Summer","Morocco",4,3,9,16
2000,"Summer","Turkey",33,16,15,64
2000,"Summer","Taiwan",0,4,6,10
2000,"Summer","Slovakia",2,4,2,8
2000,"Summer","New Zealand",31,12,30,73
2000,"Summer","Argentina",13,23,18,54
2000,"Summer","Uzbekistan",1,2,3,6
2000,"Summer","Finland",103,82,115,300
2000,"Summer","North Korea",8,7,15,30
2000,"Summer","Iran",8,13,19,40
2000,"Summer","Latvia",1,6,3,10
2000,"Summer","Thailand",2,1,6,9
2000,"Summer","Azerbaijan",2,1,1,4
2000,"Summer","Nigeria",3,7,7,17
2000,"Summer","Serbia",28,31,31,90
2000,"Summer","Austria",24,35,38,97
2000,"Summer","Estonia",8,6,12,26
2000,"Summer","Bahamas",3,1,3,7
2000,"Summer","Costa Rica",1,1,2,4
2000,"Summer","Moldova",0,2,2,4
2000,"Summer","Portugal",3,4,10,17
2000,"Summer","Saudi Arabia",0,1,1,2
2000,"Summer","Slovenia",2,2,2,6
2000,"Summer","Croatia",2,2,3,7
2000,"Summer","Trinidad",1,3,9,13
2000,"Summer","Cameroon",1,1,1,3
2000,"Summer","Barbados",0,0,1,1
2000,"Summer","Vietnam",0,1,0,1
2000,"Summer","Israel",0,1,3,4
2000,"Summer","Colombia",1,3,4,8
2000,"Summer","Uruguay",2,2,6,10
2000,"Summer","Kuwait",0,0,1,1
2000,"Summer","Ireland",8,7,8,23
2000,"Summer","Sri Lanka",0,2,0,2
2000,"Summer","Kyrgyzstan",0,0,1,1
2000,"Summer","Chile",0,6,3,9
2000,"Summer","Armenia",1,1,1,3
2000,"Summer","Iceland",0,1,2,3
2000,"Summer","Qatar",0,0,2,2
2000,"Summer","India",8,3,5,16
2000,"Summer","Macedonia",0,0,1,1
2000,"Summer","Mozambique",1,0,1,2
2002,"Winter","Germany",107,104,88,299
2002,"Winter","USA",69,68,52,189
2002,"Winter","Norway",89,87,75,251
2002,"Winter","Austria",42,57,63,162
2002,"Winter","Canada",31,29,35,95
2002,"Winter","Italy",31,31,28,90
2002,"Winter","Russia",111,80,78,269
2002,"Winter","Switzerland",33,33,37,103
2002,"Winter","France",22,22,30,74
2002,"Winter","China",2,12,8,22
2002,"Winter","Netherlands",22,28,19,69
2002,"Winter","Sweden",36,29,39,104
2002,"Winter","Finland",41,52,49,142
2002,"Winter","South Korea",11,5,4,20
2002,"Winter","Croatia",3,1,0,4
2002,"Winter","Estonia",1,1,1,3
2002,"Winter","Bulgaria",1,1,3,5
2002,"Winter","Czech Republic",4,11,16,31
2002,"Winter","Poland",1,2,3,6
2002,"Winter","Australia",3,0,2,5
2002,"Winter","UK",9,2,10,21
2002,"Winter","Japan",8,10,13,31
2002,"Winter","Slovenia",0,0,4,4
2002,"Winter","Belarus",0,2,3,5
2004,"Summer","USA",907,698,606,2211
2004,"Summer","Russia",526,434,407,1367
2004,"Summer","China",113,97,76,286
2004,"Summer","Australia",121,129,158,408
2004,"Summer","Germany",398,418,447,1263
2004,"Summer","Japan",114,105,114,333
2004,"Summer","France",206,211,242,659
2004,"Summer","Italy",195,161,169,525
2004,"Summer","UK",203,264,248,715
2004,"Summer","South Korea",55,64,65,184
2004,"Summer","Cuba",65,51,49,165
2004,"Summer","Netherlands",67,77,98,242
2004,"Summer","Ukraine",20,17,31,68
2004,"Summer","Spain",29,39,28,96
2004,"Summer","Romania",81,88,113,282
2004,"Summer","Hungary",159,142,160,461
2004,"Summer","Greece",39,54,46,139
2004,"Summer","Belarus",6,14,25,45
2004,"Summer","Bulgaria",50,83,74,207
2004,"Summer","Canada",56,87,103,246
2004,"Summer","Turkey",36,19,20,75
2004,"Summer","Poland",62,76,121,259
2004,"Summer","Brazil",17,21,38,76
2004,"Summer","Czech Republic",56,60,65,181
2004,"Summer","Denmark",43,69,67,179
2004,"Summer","Kazakhstan",7,12,7,26
2004,"Summer","Thailand",5,2,10,17
2004,"Summer","Kenya",17,24,20,61
2004,"Summer","Sweden",147,161,181,489
2004,"Summer","Austria",26,39,39,104
2004,"Summer","Ethiopia",14,5,12,31
2004,"Summer","Norway",54,45,42,141
2004,"Summer","Argentina",15,23,22,60
2004,"Summer","Slovakia",4,6,4,14
2004,"Summer","Iran",10,15,21,46
2004,"Summer","South Africa",20,24,27,71
2004,"Summer","New Zealand",34,14,30,78
2004,"Summer","Croatia",3,4,5,12
2004,"Summer","Uzbekistan",3,3,5,11
2004,"Summer","Azerbaijan",3,1,5,9
2004,"Summer","Egypt",7,6,8,21
2004,"Summer","North Korea",8,11,16,35
2004,"Summer","Taiwan",2,6,7,15
2004,"Summer","Switzerland",51,77,63,191
2004,"Summer","Jamaica",7,23,14,44
2004,"Summer","Slovenia",2,3,5,10
2004,"Summer","Mexico",10,18,24,52
2004,"Summer","Indonesia",5,8,7,20
2004,"Summer","Latvia",1,10,3,14
2004,"Summer","Georgia",2,2,8,12
2004,"Summer","Zimbabwe",2,1,1,4
2004,"Summer","Portugal",3,6,11,20
2004,"Summer","Chile",2,6,4,12
2004,"Summer","Estonia",8,7,14,29
2004,"Summer","Morocco",6,4,9,19
2004,"Summer","Lithuania",4,2,5,11
2004,"Summer","Belgium",41,55,59,155
2004,"Summer","Bahamas",4,1,4,9
2004,"Summer","Colombia",1,3,6,10
2004,"Summer","Israel",1,1,4,6
2004,"Summer","Nigeria",3,7,9,19
2004,"Summer","Finland",103,84,115,302
2004,"Summer","Venezuela",1,2,7,10
2004,"Summer","Serbia",28,33,31,92
2004,"Summer","United Arab Emirates",1,0,0,1
2004,"Summer","Cameroon",2,1,1,4
2004,"Summer","Syria",1,2,2,5
2004,"Summer","Dominican Republic",1,0,1,2
2004,"Summer","India",8,4,5,17
2004,"Summer","Trinidad",1,3,10,14
2004,"Summer","Mongolia",0,5,10,15
2004,"Summer","Paraguay",0,1,0,1
2004,"Summer","Eritrea",0,0,1,1
2006,"Winter","Germany",118,116,94,328
2006,"Winter","USA",78,77,59,214
2006,"Winter","Canada",38,39,42,119
2006,"Winter","Austria",51,64,70,185
2006,"Winter","Russia",119,86,86,291
2006,"Winter","Norway",91,95,84,270
2006,"Winter","Switzerland",38,37,42,117
2006,"Winter","Sweden",43,31,44,118
2006,"Winter","South Korea",17,8,6,31
2006,"Winter","Italy",36,31,34,101
2006,"Winter","China",4,16,13,33
2006,"Winter","Netherlands",25,30,23,78
2006,"Winter","Finland",41,58,52,151
2006,"Winter","France",25,24,34,83
2006,"Winter","Czech Republic",5,13,17,35
2006,"Winter","Estonia",4,1,1,6
2006,"Winter","Croatia",4,3,0,7
2006,"Winter","Poland",1,3,4,8
2006,"Winter","Ukraine",1,1,3,5
2006,"Winter","Australia",4,0,3,7
2006,"Winter","Latvia",0,0,1,1
2006,"Winter","Slovakia",0,1,0,1
2006,"Winter","Bulgaria",1,2,3,6
2006,"Winter","Belarus",0,3,3,6
2006,"Winter","UK",9,3,10,22
2006,"Winter","Japan",9,10,13,32
2008,"Summer","USA",943,737,641,2321
